NAME                       READY   STATUS              RESTARTS   AGE
client-job-8s-51c-wlx7p    0/1     Terminating         0          2m7s
client-job-8s-52c-lc5wf    0/1     Terminating         0          2m7s
client-job-8s-53c-92k8x    0/1     Terminating         0          2m7s
client-job-8s-54c-tm6x6    0/1     Terminating         0          2m7s
client-job-8s-55c-6z4l2    0/1     Terminating         0          2m6s
client-job-8s-56c-qhxpb    0/1     Terminating         0          2m6s
client-job-8s-57c-rhcrr    0/1     Terminating         0          2m6s
client-job-8s-58c-jqlbs    0/1     Terminating         0          2m6s
client-job-8s-59c-6x5xg    0/1     Terminating         0          2m6s
client-job-8s-5c-5zgmf     0/1     Terminating         0          2m12s
client-job-8s-5c-7n9zs     0/1     Terminating         0          2m34s
client-job-8s-60c-76sgn    0/1     Terminating         0          2m6s
client-job-8s-61c-rwzwp    0/1     Terminating         0          2m6s
client-job-8s-62c-8g7tw    0/1     Terminating         0          2m6s
client-job-8s-63c-7t2hj    0/1     Terminating         0          2m6s
client-job-8s-64c-7spsr    0/1     Terminating         0          2m5s
client-job-8s-65c-tjvzt    0/1     Terminating         0          2m5s
client-job-8s-66c-kpf4c    0/1     Terminating         0          2m5s
client-job-8s-67c-brk5t    0/1     Terminating         0          2m5s
client-job-8s-68c-kpxc4    0/1     Terminating         0          2m5s
client-job-8s-69c-4fns4    0/1     Terminating         0          2m5s
client-job-8s-70c-rh67w    0/1     Terminating         0          2m5s
client-job-8s-71c-lkd7q    0/1     Terminating         0          2m5s
client-job-8s-72c-6tqtc    0/1     Terminating         0          2m4s
client-job-8s-73c-twxfh    0/1     Terminating         0          2m4s
client-job-8s-74c-w8z2p    0/1     Terminating         0          2m4s
client-job-8s-75c-kmtcz    0/1     Terminating         0          2m4s
client-job-8s-76c-7gqtm    0/1     Terminating         0          2m4s
client-job-8s-77c-72qn5    0/1     Terminating         0          2m4s
client-job-8s-78c-bjndm    0/1     Terminating         0          2m4s
client-job-8s-79c-kt9qs    0/1     Terminating         0          2m4s
client-job-8s-7c-4tq7x     0/1     Terminating         0          2m12s
client-job-8s-80c-kqrvg    0/1     Terminating         0          2m3s
client-job-8s-81c-sdmtk    0/1     Terminating         0          2m3s
client-job-8s-82c-nhgjg    0/1     Terminating         0          2m3s
client-job-8s-83c-97hwh    0/1     Terminating         0          2m3s
client-job-8s-84c-b688w    0/1     Terminating         0          2m3s
client-job-8s-85c-b6nfq    0/1     Terminating         0          2m3s
client-job-8s-86c-8n24t    0/1     Terminating         0          2m3s
client-job-8s-87c-84pbq    0/1     Terminating         0          2m3s
client-job-8s-88c-tqzf7    0/1     Terminating         0          2m3s
client-job-8s-89c-cd5p8    0/1     Terminating         0          2m2s
client-job-8s-90c-5qgpb    0/1     Terminating         0          2m2s
client-job-8s-91c-ddszc    0/1     Terminating         0          2m2s
client-job-8s-92c-jlqrb    0/1     Terminating         0          2m2s
client-job-8s-93c-m7q7k    0/1     Terminating         0          2m2s
client-job-8s-94c-pvstq    0/1     Terminating         0          2m2s
client-job-8s-95c-sn49g    0/1     Terminating         0          2m2s
client-job-8s-96c-x5ch5    0/1     Terminating         0          2m2s
client-job-8s-97c-5sc7d    0/1     Terminating         0          2m1s
client-job-8s-98c-gf44x    0/1     Terminating         0          2m1s
client-job-8s-99c-znprw    0/1     Terminating         0          2m1s
